행정구역,2023년12월_전월인구수_남자인구수,2023년12월_전월인구수_여자인구수,2023년12월_전월인구수_계,2023년12월_당월인구수_남자인구수,2023년12월_당월인구수_여자인구수,2023년12월_당월인구수_계,2023년12월_인구증감_남자인구수,2023년12월_인구증감_여자인구수,2023년12월_인구증감_계,2024년01월_전월인구수_남자인구수,2024년01월_전월인구수_여자인구수,2024년01월_전월인구수_계,2024년01월_당월인구수_남자인구수,2024년01월_당월인구수_여자인구수,2024년01월_당월인구수_계,2024년01월_인구증감_남자인구수,2024년01월_인구증감_여자인구수,2024년01월_인구증감_계,2024년02월_전월인구수_남자인구수,2024년02월_전월인구수_여자인구수,2024년02월_전월인구수_계,2024년02월_당월인구수_남자인구수,2024년02월_당월인구수_여자인구수,2024년02월_당월인구수_계,2024년02월_인구증감_남자인구수,2024년02월_인구증감_여자인구수,2024년02월_인구증감_계,2024년03월_전월인구수_남자인구수,2024년03월_전월인구수_여자인구수,2024년03월_전월인구수_계,2024년03월_당월인구수_남자인구수,2024년03월_당월인구수_여자인구수,2024년03월_당월인구수_계,2024년03월_인구증감_남자인구수,2024년03월_인구증감_여자인구수,2024년03월_인구증감_계,2024년04월_전월인구수_남자인구수,2024년04월_전월인구수_여자인구수,2024년04월_전월인구수_계,2024년04월_당월인구수_남자인구수,2024년04월_당월인구수_여자인구수,2024년04월_당월인구수_계,2024년04월_인구증감_남자인구수,2024년04월_인구증감_여자인구수,2024년04월_인구증감_계,2024년05월_전월인구수_남자인구수,2024년05월_전월인구수_여자인구수,2024년05월_전월인구수_계,2024년05월_당월인구수_남자인구수,2024년05월_당월인구수_여자인구수,2024년05월_당월인구수_계,2024년05월_인구증감_남자인구수,2024년05월_인구증감_여자인구수,2024년05월_인구증감_계,2024년06월_전월인구수_남자인구수,2024년06월_전월인구수_여자인구수,2024년06월_전월인구수_계,2024년06월_당월인구수_남자인구수,2024년06월_당월인구수_여자인구수,2024년06월_당월인구수_계,2024년06월_인구증감_남자인구수,2024년06월_인구증감_여자인구수,2024년06월_인구증감_계,2024년07월_전월인구수_남자인구수,2024년07월_전월인구수_여자인구수,2024년07월_전월인구수_계,2024년07월_당월인구수_남자인구수,2024년07월_당월인구수_여자인구수,2024년07월_당월인구수_계,2024년07월_인구증감_남자인구수,2024년07월_인구증감_여자인구수,2024년07월_인구증감_계,2024년08월_전월인구수_남자인구수,2024년08월_전월인구수_여자인구수,2024년08월_전월인구수_계,2024년08월_당월인구수_남자인구수,2024년08월_당월인구수_여자인구수,2024년08월_당월인구수_계,2024년08월_인구증감_남자인구수,2024년08월_인구증감_여자인구수,2024년08월_인구증감_계,2024년09월_전월인구수_남자인구수,2024년09월_전월인구수_여자인구수,2024년09월_전월인구수_계,2024년09월_당월인구수_남자인구수,2024년09월_당월인구수_여자인구수,2024년09월_당월인구수_계,2024년09월_인구증감_남자인구수,2024년09월_인구증감_여자인구수,2024년09월_인구증감_계,2024년10월_전월인구수_남자인구수,2024년10월_전월인구수_여자인구수,2024년10월_전월인구수_계,2024년10월_당월인구수_남자인구수,2024년10월_당월인구수_여자인구수,2024년10월_당월인구수_계,2024년10월_인구증감_남자인구수,2024년10월_인구증감_여자인구수,2024년10월_인구증감_계,2024년11월_전월인구수_남자인구수,2024년11월_전월인구수_여자인구수,2024년11월_전월인구수_계,2024년11월_당월인구수_남자인구수,2024년11월_당월인구수_여자인구수,2024년11월_당월인구수_계,2024년11월_인구증감_남자인구수,2024년11월_인구증감_여자인구수,2024년11월_인구증감_계,2024년12월_전월인구수_남자인구수,2024년12월_전월인구수_여자인구수,2024년12월_전월인구수_계,2024년12월_당월인구수_남자인구수,2024년12월_당월인구수_여자인구수,2024년12월_당월인구수_계,2024년12월_인구증감_남자인구수,2024년12월_인구증감_여자인구수,2024년12월_인구증감_계,2025년01월_전월인구수_남자인구수,2025년01월_전월인구수_여자인구수,2025년01월_전월인구수_계,2025년01월_당월인구수_남자인구수,2025년01월_당월인구수_여자인구수,2025년01월_당월인구수_계,2025년01월_인구증감_남자인구수,2025년01월_인구증감_여자인구수,2025년01월_인구증감_계,2025년02월_전월인구수_남자인구수,2025년02월_전월인구수_여자인구수,2025년02월_전월인구수_계,2025년02월_당월인구수_남자인구수,2025년02월_당월인구수_여자인구수,2025년02월_당월인구수_계,2025년02월_인구증감_남자인구수,2025년02월_인구증감_여자인구수,2025년02월_인구증감_계,2025년03월_전월인구수_남자인구수,2025년03월_전월인구수_여자인구수,2025년03월_전월인구수_계,2025년03월_당월인구수_남자인구수,2025년03월_당월인구수_여자인구수,2025년03월_당월인구수_계,2025년03월_인구증감_남자인구수,2025년03월_인구증감_여자인구수,2025년03월_인구증감_계,2025년04월_전월인구수_남자인구수,2025년04월_전월인구수_여자인구수,2025년04월_전월인구수_계,2025년04월_당월인구수_남자인구수,2025년04월_당월인구수_여자인구수,2025년04월_당월인구수_계,2025년04월_인구증감_남자인구수,2025년04월_인구증감_여자인구수,2025년04월_인구증감_계,2025년05월_전월인구수_남자인구수,2025년05월_전월인구수_여자인구수,2025년05월_전월인구수_계,2025년05월_당월인구수_남자인구수,2025년05월_당월인구수_여자인구수,2025년05월_당월인구수_계,2025년05월_인구증감_남자인구수,2025년05월_인구증감_여자인구수,2025년05월_인구증감_계,2025년06월_전월인구수_남자인구수,2025년06월_전월인구수_여자인구수,2025년06월_전월인구수_계,2025년06월_당월인구수_남자인구수,2025년06월_당월인구수_여자인구수,2025년06월_당월인구수_계,2025년06월_인구증감_남자인구수,2025년06월_인구증감_여자인구수,2025년06월_인구증감_계,2025년07월_전월인구수_남자인구수,2025년07월_전월인구수_여자인구수,2025년07월_전월인구수_계,2025년07월_당월인구수_남자인구수,2025년07월_당월인구수_여자인구수,2025년07월_당월인구수_계,2025년07월_인구증감_남자인구수,2025년07월_인구증감_여자인구수,2025년07월_인구증감_계,2025년08월_전월인구수_남자인구수,2025년08월_전월인구수_여자인구수,2025년08월_전월인구수_계,2025년08월_당월인구수_남자인구수,2025년08월_당월인구수_여자인구수,2025년08월_당월인구수_계,2025년08월_인구증감_남자인구수,2025년08월_인구증감_여자인구수,2025년08월_인구증감_계,2025년09월_전월인구수_남자인구수,2025년09월_전월인구수_여자인구수,2025년09월_전월인구수_계,2025년09월_당월인구수_남자인구수,2025년09월_당월인구수_여자인구수,2025년09월_당월인구수_계,2025년09월_인구증감_남자인구수,2025년09월_인구증감_여자인구수,2025년09월_인구증감_계,2025년10월_전월인구수_남자인구수,2025년10월_전월인구수_여자인구수,2025년10월_전월인구수_계,2025년10월_당월인구수_남자인구수,2025년10월_당월인구수_여자인구수,2025년10월_당월인구수_계,2025년10월_인구증감_남자인구수,2025년10월_인구증감_여자인구수,2025년10월_인구증감_계,2025년11월_전월인구수_남자인구수,2025년11월_전월인구수_여자인구수,2025년11월_전월인구수_계,2025년11월_당월인구수_남자인구수,2025년11월_당월인구수_여자인구수,2025년11월_당월인구수_계,2025년11월_인구증감_남자인구수,2025년11월_인구증감_여자인구수,2025년11월_인구증감_계,2025년12월_전월인구수_남자인구수,2025년12월_전월인구수_여자인구수,2025년12월_전월인구수_계,2025년12월_당월인구수_남자인구수,2025년12월_당월인구수_여자인구수,2025년12월_당월인구수_계,2025년12월_인구증감_남자인구수,2025년12월_인구증감_여자인구수,2025년12월_인구증감_계
강원특별자치도 인제군 (5181000000),"17,406","14,563","31,969","17,422","14,598","32,020",16,35,51,"17,422","14,598","32,020","17,421","14,583","32,004",-1,-15,-16,"17,421","14,583","32,004","17,323","14,530","31,853",-98,-53,-151,"17,323","14,530","31,853","17,282","14,482","31,764",-41,-48,-89,"17,282","14,482","31,764","17,283","14,485","31,768",1,3,4,"17,283","14,485","31,768","17,280","14,478","31,758",-3,-7,-10,"17,280","14,478","31,758","17,310","14,459","31,769",30,-19,11,"17,310","14,459","31,769","17,290","14,431","31,721",-20,-28,-48,"17,290","14,431","31,721","17,300","14,403","31,703",10,-28,-18,"17,300","14,403","31,703","17,268","14,376","31,644",-32,-27,-59,"17,268","14,376","31,644","17,226","14,361","31,587",-42,-15,-57,"17,226","14,361","31,587","17,180","14,352","31,532",-46,-9,-55,"17,180","14,352","31,532","17,194","14,341","31,535",14,-11,3,"17,194","14,341","31,535","17,147","14,238","31,385",-47,-103,-150,"17,147","14,238","31,385","17,085","14,135","31,220",-62,-103,-165,"17,085","14,135","31,220","17,048","14,098","31,146",-37,-37,-74,"17,048","14,098","31,146","17,035","14,096","31,131",-13,-2,-15,"17,035","14,096","31,131","17,001","14,065","31,066",-34,-31,-65,"17,001","14,065","31,066","16,976","14,029","31,005",-25,-36,-61,"16,976","14,029","31,005","16,952","14,004","30,956",-24,-25,-49,"16,952","14,004","30,956","16,929","13,981","30,910",-23,-23,-46,"16,929","13,981","30,910","16,901","13,993","30,894",-28,12,-16,"16,901","13,993","30,894","16,916","14,011","30,927",15,18,33,"16,916","14,011","30,927","16,874","13,994","30,868",-42,-17,-59,"16,874","13,994","30,868","16,881","13,982","30,863",7,-12,-5
강원특별자치도 고성군 (5182000000),"14,040","13,279","27,319","14,018","13,287","27,305",-22,8,-14,"14,018","13,287","27,305","14,008","13,286","27,294",-10,-1,-11,"14,008","13,286","27,294","13,992","13,269","27,261",-16,-17,-33,"13,992","13,269","27,261","13,965","13,255","27,220",-27,-14,-41,"13,965","13,255","27,220","13,964","13,257","27,221",-1,2,1,"13,964","13,257","27,221","13,941","13,256","27,197",-23,-1,-24,"13,941","13,256","27,197","13,935","13,234","27,169",-6,-22,-28,"13,935","13,234","27,169","13,909","13,234","27,143",-26,0,-26,"13,909","13,234","27,143","13,878","13,209","27,087",-31,-25,-56,"13,878","13,209","27,087","13,866","13,194","27,060",-12,-15,-27,"13,866","13,194","27,060","13,841","13,175","27,016",-25,-19,-44,"13,841","13,175","27,016","13,853","13,174","27,027",12,-1,11,"13,853","13,174","27,027","13,841","13,158","26,999",-12,-16,-28,"13,841","13,158","26,999","13,798","13,122","26,920",-43,-36,-79,"13,798","13,122","26,920","13,733","13,065","26,798",-65,-57,-122,"13,733","13,065","26,798","13,742","13,070","26,812",9,5,14,"13,742","13,070","26,812","13,756","13,054","26,810",14,-16,-2,"13,756","13,054","26,810","13,748","13,076","26,824",-8,22,14,"13,748","13,076","26,824","13,720","13,092","26,812",-28,16,-12,"13,720","13,092","26,812","13,706","13,073","26,779",-14,-19,-33,"13,706","13,073","26,779","13,693","13,058","26,751",-13,-15,-28,"13,693","13,058","26,751","13,705","13,071","26,776",12,13,25,"13,705","13,071","26,776","13,724","13,076","26,800",19,5,24,"13,724","13,076","26,800","13,719","13,075","26,794",-5,-1,-6,"13,719","13,075","26,794","13,731","13,114","26,845",12,39,51
강원특별자치도 양양군 (5183000000),"14,186","13,521","27,707","14,192","13,518","27,710",6,-3,3,"14,192","13,518","27,710","14,169","13,512","27,681",-23,-6,-29,"14,169","13,512","27,681","14,175","13,511","27,686",6,-1,5,"14,175","13,511","27,686","14,159","13,485","27,644",-16,-26,-42,"14,159","13,485","27,644","14,137","13,471","27,608",-22,-14,-36,"14,137","13,471","27,608","14,119","13,455","27,574",-18,-16,-34,"14,119","13,455","27,574","14,118","13,461","27,579",-1,6,5,"14,118","13,461","27,579","14,135","13,446","27,581",17,-15,2,"14,135","13,446","27,581","14,141","13,437","27,578",6,-9,-3,"14,141","13,437","27,578","14,141","13,441","27,582",0,4,4,"14,141","13,441","27,582","14,127","13,422","27,549",-14,-19,-33,"14,127","13,422","27,549","14,087","13,398","27,485",-40,-24,-64,"14,087","13,398","27,485","14,079","13,410","27,489",-8,12,4,"14,079","13,410","27,489","14,064","13,406","27,470",-15,-4,-19,"14,064","13,406","27,470","14,091","13,413","27,504",27,7,34,"14,091","13,413","27,504","14,067","13,385","27,452",-24,-28,-52,"14,067","13,385","27,452","14,027","13,371","27,398",-40,-14,-54,"14,027","13,371","27,398","14,000","13,357","27,357",-27,-14,-41,"14,000","13,357","27,357","13,972","13,350","27,322",-28,-7,-35,"13,972","13,350","27,322","13,979","13,352","27,331",7,2,9,"13,979","13,352","27,331","13,957","13,361","27,318",-22,9,-13,"13,957","13,361","27,318","13,974","13,372","27,346",17,11,28,"13,974","13,372","27,346","13,977","13,354","27,331",3,-18,-15,"13,977","13,354","27,331","13,980","13,355","27,335",3,1,4,"13,980","13,355","27,335","13,962","13,330","27,292",-18,-25,-43
충청북도  (4300000000),"810,734","783,304","1,594,038","810,448","783,021","1,593,469",-286,-283,-569,"810,448","783,021","1,593,469","809,830","782,325","1,592,155",-618,-696,"-1,314","809,830","782,325","1,592,155","809,319","781,628","1,590,947",-511,-697,"-1,208","809,319","781,628","1,590,947","809,472","781,572","1,591,044",153,-56,97,"809,472","781,572","1,591,044","809,485","781,369","1,590,854",13,-203,-190,"809,485","781,369","1,590,854","809,694","781,507","1,591,201",209,138,347,"809,694","781,507","1,591,201","809,921","781,564","1,591,485",227,57,284,"809,921","781,564","1,591,485","809,799","781,383","1,591,182",-122,-181,-303,"809,799","781,383","1,591,182","809,546","781,170","1,590,716",-253,-213,-466,"809,546","781,170","1,590,716","809,577","781,281","1,590,858",31,111,142,"809,577","781,281","1,590,858","809,530","781,174","1,590,704",-47,-107,-154,"809,530","781,174","1,590,704","809,697","781,403","1,591,100",167,229,396,"809,697","781,403","1,591,100","809,920","781,257","1,591,177",223,-146,77,"809,920","781,257","1,591,177","809,763","780,903","1,590,666",-157,-354,-511,"809,763","780,903","1,590,666","809,548","780,559","1,590,107",-215,-344,-559,"809,548","780,559","1,590,107","809,881","780,631","1,590,512",333,72,405,"809,881","780,631","1,590,512","810,131","780,604","1,590,735",250,-27,223,"810,131","780,604","1,590,735","810,348","780,608","1,590,956",217,4,221,"810,348","780,608","1,590,956","810,526","780,519","1,591,045",178,-89,89,"810,526","780,519","1,591,045","810,991","780,824","1,591,815",465,305,770,"810,991","780,824","1,591,815","811,165","780,800","1,591,965",174,-24,150,"811,165","780,800","1,591,965","811,457","780,974","1,592,431",292,174,466,"811,457","780,974","1,592,431","811,762","781,154","1,592,916",305,180,485,"811,762","781,154","1,592,916","811,977","781,174","1,593,151",215,20,235,"811,977","781,174","1,593,151","813,665","782,837","1,596,502","1,688","1,663","3,351"
충청북도 청주시 (4311000000),"430,659","421,920","852,579","430,449","421,740","852,189",-210,-180,-390,"430,449","421,740","852,189","430,319","421,632","851,951",-130,-108,-238,"430,319","421,632","851,951","430,187","421,528","851,715",-132,-104,-236,"430,187","421,528","851,715","430,091","421,339","851,430",-96,-189,-285,"430,091","421,339","851,430","430,322","421,468","851,790",231,129,360,"430,322","421,468","851,790","430,739","421,833","852,572",417,365,782,"430,739","421,833","852,572","431,027","422,160","853,187",288,327,615,"431,027","422,160","853,187","431,274","422,289","853,563",247,129,376,"431,274","422,289","853,563","431,289","422,353","853,642",15,64,79,"431,289","422,353","853,642","431,432","422,506","853,938",143,153,296,"431,432","422,506","853,938","431,456","422,545","854,001",24,39,63,"431,456","422,545","854,001","431,609","422,761","854,370",153,216,369,"431,609","422,761","854,370","431,740","422,797","854,537",131,36,167,"431,740","422,797","854,537","431,908","422,834","854,742",168,37,205,"431,908","422,834","854,742","432,081","423,016","855,097",173,182,355,"432,081","423,016","855,097","432,033","422,893","854,926",-48,-123,-171,"432,033","422,893","854,926","432,171","422,890","855,061",138,-3,135,"432,171","422,890","855,061","432,362","422,906","855,268",191,16,207,"432,362","422,906","855,268","432,471","422,869","855,340",109,-37,72,"432,471","422,869","855,340","433,031","423,216","856,247",560,347,907,"433,031","423,216","856,247","433,299","423,391","856,690",268,175,443,"433,299","423,391","856,690","433,652","423,540","857,192",353,149,502,"433,652","423,540","857,192","433,942","423,721","857,663",290,181,471,"433,942","423,721","857,663","434,018","423,633","857,651",76,-88,-12,"434,018","423,633","857,651","433,251","422,901","856,152",-767,-732,"-1,499"
충청북도 충주시 (4313000000),"105,454","102,385","207,839","105,420","102,358","207,778",-34,-27,-61,"105,420","102,358","207,778","105,446","102,315","207,761",26,-43,-17,"105,446","102,315","207,761","105,404","102,264","207,668",-42,-51,-93,"105,404","102,264","207,668","105,334","102,216","207,550",-70,-48,-118,"105,334","102,216","207,550","105,398","102,170","207,568",64,-46,18,"105,398","102,170","207,568","105,327","102,169","207,496",-71,-1,-72,"105,327","102,169","207,496","105,327","102,141","207,468",0,-28,-28,"105,327","102,141","207,468","105,235","102,111","207,346",-92,-30,-122,"105,235","102,111","207,346","105,186","102,023","207,209",-49,-88,-137,"105,186","102,023","207,209","105,203","102,166","207,369",17,143,160,"105,203","102,166","207,369","105,175","102,143","207,318",-28,-23,-51,"105,175","102,143","207,318","105,197","102,127","207,324",22,-16,6,"105,197","102,127","207,324","105,132","102,109","207,241",-65,-18,-83,"105,132","102,109","207,241","105,066","102,164","207,230",-66,55,-11,"105,066","102,164","207,230","105,116","102,164","207,280",50,0,50,"105,116","102,164","207,280","105,008","102,114","207,122",-108,-50,-158,"105,008","102,114","207,122","104,970","102,111","207,081",-38,-3,-41,"104,970","102,111","207,081","104,901","102,051","206,952",-69,-60,-129,"104,901","102,051","206,952","104,881","101,991","206,872",-20,-60,-80,"104,881","101,991","206,872","104,951","102,025","206,976",70,34,104,"104,951","102,025","206,976","104,965","102,048","207,013",14,23,37,"104,965","102,048","207,013","104,987","102,076","207,063",22,28,50,"104,987","102,076","207,063","104,949","102,069","207,018",-38,-7,-45,"104,949","102,069","207,018","104,887","101,972","206,859",-62,-97,-159,"104,887","101,972","206,859","104,733","101,807","206,540",-154,-165,-319
충청북도 제천시 (4315000000),"65,607","64,901","130,508","65,456","64,738","130,194",-151,-163,-314,"65,456","64,738","130,194","65,296","64,556","129,852",-160,-182,-342,"65,296","64,556","129,852","65,153","64,388","129,541",-143,-168,-311,"65,153","64,388","129,541","65,542","64,658","130,200",389,270,659,"65,542","64,658","130,200","65,384","64,516","129,900",-158,-142,-300,"65,384","64,516","129,900","65,349","64,426","129,775",-35,-90,-125,"65,349","64,426","129,775","65,277","64,341","129,618",-72,-85,-157,"65,277","64,341","129,618","65,156","64,229","129,385",-121,-112,-233,"65,156","64,229","129,385","65,053","64,122","129,175",-103,-107,-210,"65,053","64,122","129,175","65,018","64,048","129,066",-35,-74,-109,"65,018","64,048","129,066","64,923","63,974","128,897",-95,-74,-169,"64,923","63,974","128,897","64,813","63,912","128,725",-110,-62,-172,"64,813","63,912","128,725","64,768","63,801","128,569",-45,-111,-156,"64,768","63,801","128,569","64,697","63,655","128,352",-71,-146,-217,"64,697","63,655","128,352","64,540","63,467","128,007",-157,-188,-345,"64,540","63,467","128,007","64,918","63,784","128,702",378,317,695,"64,918","63,784","128,702","64,946","63,762","128,708",28,-22,6,"64,946","63,762","128,708","64,898","63,712","128,610",-48,-50,-98,"64,898","63,712","128,610","64,804","63,633","128,437",-94,-79,-173,"64,804","63,633","128,437","64,657","63,541","128,198",-147,-92,-239,"64,657","63,541","128,198","64,598","63,434","128,032",-59,-107,-166,"64,598","63,434","128,032","64,609","63,440","128,049",11,6,17,"64,609","63,440","128,049","64,656","63,496","128,152",47,56,103,"64,656","63,496","128,152","64,643","63,525","128,168",-13,29,16,"64,643","63,525","128,168","64,566","63,437","128,003",-77,-88,-165
충청북도 보은군 (4372000000),"15,707","15,356","31,063","15,671","15,339","31,010",-36,-17,-53,"15,671","15,339","31,010","15,654","15,296","30,950",-17,-43,-60,"15,654","15,296","30,950","15,652","15,254","30,906",-2,-42,-44,"15,652","15,254","30,906","15,637","15,247","30,884",-15,-7,-22,"15,637","15,247","30,884","15,611","15,215","30,826",-26,-32,-58,"15,611","15,215","30,826","15,590","15,196","30,786",-21,-19,-40,"15,590","15,196","30,786","15,566","15,169","30,735",-24,-27,-51,"15,566","15,169","30,735","15,565","15,162","30,727",-1,-7,-8,"15,565","15,162","30,727","15,547","15,125","30,672",-18,-37,-55,"15,547","15,125","30,672","15,530","15,090","30,620",-17,-35,-52,"15,530","15,090","30,620","15,526","15,058","30,584",-4,-32,-36,"15,526","15,058","30,584","15,521","15,046","30,567",-5,-12,-17,"15,521","15,046","30,567","15,503","15,024","30,527",-18,-22,-40,"15,503","15,024","30,527","15,500","14,994","30,494",-3,-30,-33,"15,500","14,994","30,494","15,453","14,952","30,405",-47,-42,-89,"15,453","14,952","30,405","15,421","14,935","30,356",-32,-17,-49,"15,421","14,935","30,356","15,408","14,901","30,309",-13,-34,-47,"15,408","14,901","30,309","15,416","14,904","30,320",8,3,11,"15,416","14,904","30,320","15,431","14,919","30,350",15,15,30,"15,431","14,919","30,350","15,445","14,929","30,374",14,10,24,"15,445","14,929","30,374","15,445","14,888","30,333",0,-41,-41,"15,445","14,888","30,333","15,435","14,874","30,309",-10,-14,-24,"15,435","14,874","30,309","15,403","14,853","30,256",-32,-21,-53,"15,403","14,853","30,256","15,406","14,823","30,229",3,-30,-27,"15,406","14,823","30,229","15,557","14,972","30,529",151,149,300
충청북도 옥천군 (4373000000),"24,753","24,215","48,968","24,718","24,173","48,891",-35,-42,-77,"24,718","24,173","48,891","24,694","24,169","48,863",-24,-4,-28,"24,694","24,169","48,863","24,639","24,139","48,778",-55,-30,-85,"24,639","24,139","48,778","24,635","24,119","48,754",-4,-20,-24,"24,635","24,119","48,754","24,593","24,080","48,673",-42,-39,-81,"24,593","24,080","48,673","24,537","24,059","48,596",-56,-21,-77,"24,537","24,059","48,596","24,550","24,036","48,586",13,-23,-10,"24,550","24,036","48,586","24,519","24,002","48,521",-31,-34,-65,"24,519","24,002","48,521","24,468","23,954","48,422",-51,-48,-99,"24,468","23,954","48,422","24,457","23,933","48,390",-11,-21,-32,"24,457","23,933","48,390","24,441","23,891","48,332",-16,-42,-58,"24,441","23,891","48,332","24,427","23,867","48,294",-14,-24,-38,"24,427","23,867","48,294","24,384","23,820","48,204",-43,-47,-90,"24,384","23,820","48,204","24,356","23,763","48,119",-28,-57,-85,"24,356","23,763","48,119","24,340","23,743","48,083",-16,-20,-36,"24,340","23,743","48,083","24,420","23,798","48,218",80,55,135,"24,420","23,798","48,218","24,505","23,859","48,364",85,61,146,"24,505","23,859","48,364","24,499","23,863","48,362",-6,4,-2,"24,499","23,863","48,362","24,495","23,878","48,373",-4,15,11,"24,495","23,878","48,373","24,508","23,891","48,399",13,13,26,"24,508","23,891","48,399","24,513","23,897","48,410",5,6,11,"24,513","23,897","48,410","24,498","23,875","48,373",-15,-22,-37,"24,498","23,875","48,373","24,493","23,847","48,340",-5,-28,-33,"24,493","23,847","48,340","24,526","23,883","48,409",33,36,69,"24,526","23,883","48,409","25,145","24,456","49,601",619,573,"1,192"
충청북도 영동군 (4374000000),"22,164","22,103","44,267","22,146","22,049","44,195",-18,-54,-72,"22,146","22,049","44,195","22,138","21,982","44,120",-8,-67,-75,"22,138","21,982","44,120","22,093","21,911","44,004",-45,-71,-116,"22,093","21,911","44,004","22,088","21,887","43,975",-5,-24,-29,"22,088","21,887","43,975","22,064","21,845","43,909",-24,-42,-66,"22,064","21,845","43,909","22,055","21,828","43,883",-9,-17,-26,"22,055","21,828","43,883","22,043","21,805","43,848",-12,-23,-35,"22,043","21,805","43,848","22,024","21,768","43,792",-19,-37,-56,"22,024","21,768","43,792","22,032","21,735","43,767",8,-33,-25,"22,032","21,735","43,767","21,969","21,711","43,680",-63,-24,-87,"21,969","21,711","43,680","21,955","21,683","43,638",-14,-28,-42,"21,955","21,683","43,638","21,948","21,649","43,597",-7,-34,-41,"21,948","21,649","43,597","21,933","21,618","43,551",-15,-31,-46,"21,933","21,618","43,551","21,910","21,594","43,504",-23,-24,-47,"21,910","21,594","43,504","21,829","21,524","43,353",-81,-70,-151,"21,829","21,524","43,353","21,782","21,435","43,217",-47,-89,-136,"21,782","21,435","43,217","21,740","21,402","43,142",-42,-33,-75,"21,740","21,402","43,142","21,712","21,377","43,089",-28,-25,-53,"21,712","21,377","43,089","21,674","21,376","43,050",-38,-1,-39,"21,674","21,376","43,050","21,625","21,322","42,947",-49,-54,-103,"21,625","21,322","42,947","21,601","21,268","42,869",-24,-54,-78,"21,601","21,268","42,869","21,580","21,239","42,819",-21,-29,-50,"21,580","21,239","42,819","21,578","21,218","42,796",-2,-21,-23,"21,578","21,218","42,796","21,561","21,179","42,740",-17,-39,-56,"21,561","21,179","42,740","21,712","21,320","43,032",151,141,292
충청북도 증평군 (4374500000),"19,514","17,930","37,444","19,523","17,961","37,484",9,31,40,"19,523","17,961","37,484","19,531","17,968","37,499",8,7,15,"19,531","17,968","37,499","19,532","17,933","37,465",1,-35,-34,"19,532","17,933","37,465","19,494","17,906","37,400",-38,-27,-65,"19,494","17,906","37,400","19,486","17,901","37,387",-8,-5,-13,"19,486","17,901","37,387","19,475","17,895","37,370",-11,-6,-17,"19,475","17,895","37,370","19,464","17,852","37,316",-11,-43,-54,"19,464","17,852","37,316","19,395","17,840","37,235",-69,-12,-81,"19,395","17,840","37,235","19,371","17,810","37,181",-24,-30,-54,"19,371","17,810","37,181","19,378","17,829","37,207",7,19,26,"19,378","17,829","37,207","19,406","17,856","37,262",28,27,55,"19,406","17,856","37,262","19,378","17,837","37,215",-28,-19,-47,"19,378","17,837","37,215","19,370","17,801","37,171",-8,-36,-44,"19,370","17,801","37,171","19,346","17,814","37,160",-24,13,-11,"19,346","17,814","37,160","19,302","17,749","37,051",-44,-65,-109,"19,302","17,749","37,051","19,329","17,746","37,075",27,-3,24,"19,329","17,746","37,075","19,363","17,766","37,129",34,20,54,"19,363","17,766","37,129","19,375","17,763","37,138",12,-3,9,"19,375","17,763","37,138","19,407","17,774","37,181",32,11,43,"19,407","17,774","37,181","19,379","17,777","37,156",-28,3,-25,"19,379","17,777","37,156","19,384","17,759","37,143",5,-18,-13,"19,384","17,759","37,143","19,368","17,761","37,129",-16,2,-14,"19,368","17,761","37,129","19,344","17,740","37,084",-24,-21,-45,"19,344","17,740","37,084","19,359","17,743","37,102",15,3,18,"19,359","17,743","37,102","19,129","17,551","36,680",-230,-192,-422
충청북도 진천군 (4375000000),"45,460","40,442","85,902","45,652","40,602","86,254",192,160,352,"45,652","40,602","86,254","45,547","40,518","86,065",-105,-84,-189,"45,547","40,518","86,065","45,488","40,470","85,958",-59,-48,-107,"45,488","40,470","85,958","45,690","40,680","86,370",202,210,412,"45,690","40,680","86,370","45,812","40,814","86,626",122,134,256,"45,812","40,814","86,626","45,896","40,845","86,741",84,31,115,"45,896","40,845","86,741","45,898","40,853","86,751",2,8,10,"45,898","40,853","86,751","45,907","40,862","86,769",9,9,18,"45,907","40,862","86,769","45,853","40,893","86,746",-54,31,-23,"45,853","40,893","86,746","45,846","40,896","86,742",-7,3,-4,"45,846","40,896","86,742","45,808","40,877","86,685",-38,-19,-57,"45,808","40,877","86,685","45,706","40,828","86,534",-102,-49,-151,"45,706","40,828","86,534","45,723","40,814","86,537",17,-14,3,"45,723","40,814","86,537","45,679","40,750","86,429",-44,-64,-108,"45,679","40,750","86,429","45,563","40,651","86,214",-116,-99,-215,"45,563","40,651","86,214","45,528","40,592","86,120",-35,-59,-94,"45,528","40,592","86,120","45,553","40,585","86,138",25,-7,18,"45,553","40,585","86,138","45,564","40,584","86,148",11,-1,10,"45,564","40,584","86,148","45,505","40,486","85,991",-59,-98,-157,"45,505","40,486","85,991","45,457","40,425","85,882",-48,-61,-109,"45,457","40,425","85,882","45,406","40,457","85,863",-51,32,-19,"45,406","40,457","85,863","45,440","40,531","85,971",34,74,108,"45,440","40,531","85,971","45,505","40,616","86,121",65,85,150,"45,505","40,616","86,121","45,380","40,529","85,909",-125,-87,-212,"45,380","40,529","85,909","45,741","40,839","86,580",361,310,671
